"Method Name","Cyclomatic Complexity","Number Of Arguments","Variable Declarations","Variable References","Max depth of nesting","Halstead Length","Halstead Vocabulary","Halstead Volume","Halstead Difficulty","Halstead Effort","Halstead Bugs","Total depth of nesting","Number Of Casts","Number of loops","Number Of Operators","Number Of Operands","Class References","External Methods","Local Methods","Exceptions Referenced","Exceptions Thrown","Modifiers","Lines Of Code"
"org/jfree/chart/renderer/WaferMapRenderer.<init>:()V","1","0","0","0","0","7","6","18.094737505048094","2.0","36.18947501009619","0.006031579168349364","0","0","0","5","2","","<init>","","","","public","2"
"org/jfree/chart/renderer/WaferMapRenderer.<init>:(II)V","1","2","2","0","0","19","12","68.11428751370197","3.0","204.3428625411059","0.022704762504567322","0","2","0","11","8","","<init>","<init>","","","public","2"
"org/jfree/chart/renderer/WaferMapRenderer.<init>:(Ljava/lang/Integer;Ljava/lang/Integer;)V","4","2","2","2","0","57","25","264.6998028171593","12.0","3176.397633805912","0.08823326760571977","0","1","0","32","25","Integer","isMethodValid","intValue <init>","","","public","10"
"org/jfree/chart/renderer/WaferMapRenderer.isMethodValid:(I)Z","1","1","1","0","0","12","8","36.0","3.0","108.0","0.012","0","0","0","11","1","","","","","","private","4"
"org/jfree/chart/renderer/WaferMapRenderer.getDrawingSupplier:()Lorg/jfree/chart/plot/DrawingSupplier;","2","0","2","2","0","21","11","72.64806399138325","3.0","217.94419197414976","0.024216021330461083","0","0","0","12","9","DrawingSupplier WaferMapPlot","getPlot","getDrawingSupplier","","","public","5"
"org/jfree/chart/renderer/WaferMapRenderer.getPlot:()Lorg/jfree/chart/plot/WaferMapPlot;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/WaferMapRenderer.setPlot:(Lorg/jfree/chart/plot/WaferMapPlot;)V","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","WaferMapPlot","makePaintIndex","","","","public","3"
"org/jfree/chart/renderer/WaferMapRenderer.getChipColor:(Ljava/lang/Number;)Ljava/awt/Paint;","1","1","1","1","0","11","8","33.0","2.0","66.0","0.011","0","0","0","6","5","Number","getPaintIndex getSeriesPaint","","","","public","1"
"org/jfree/chart/renderer/WaferMapRenderer.getPaintIndex:(Ljava/lang/Number;)I","1","1","1","1","0","13","12","46.604512509375034","3.0","139.8135375281251","0.015534837503125011","0","1","0","7","6","Number","","intValue get","","","private","1"
"org/jfree/chart/renderer/WaferMapRenderer.makePaintIndex:()V","5","0","6","5","0","105","45","576.6445751146158","10.0","5766.445751146158","0.1922148583715386","0","1","1","60","45","Number WaferMapDataset Iterator Set","makePositionIndex makeValueIndex","getDataset next getMinValue iterator size getMaxValue hasNext getUniqueValues <init> put","","","private","17"
"org/jfree/chart/renderer/WaferMapRenderer.makePositionIndex:(Ljava/util/Set;)V","4","1","5","2","0","78","38","409.33834604859965","22.0","9005.443613069192","0.13644611534953321","0","1","2","45","33","Iterator Set","","next iterator size hasNext ceil <init> put","","","private","10"
"org/jfree/chart/renderer/WaferMapRenderer.makeValueIndex:(Ljava/lang/Number;Ljava/lang/Number;Ljava/util/Set;)V","4","3","9","5","0","102","46","563.4033195178154","26.0","14648.4863074632","0.18780110650593845","0","2","3","58","44","Number Iterator Set","","next iterator hasNext doubleValue <init> put","","","private","14"
"org/jfree/chart/renderer/WaferMapRenderer.getLegendCollection:()Lorg/jfree/chart/LegendItemCollection;","7","0","18","18","0","266","63","1589.9564596509779","18.0","28619.2162737176","0.529985486550326","0","13","2","147","119","Shape Paint Map$Entry String Stroke LegendItemCollection Iterator Set","getMaxPaintValue lookupSeriesPaint getSeriesPaint getMinPaintValue","next add getKey getValue iterator size entrySet intValue hasNext toString <init> append","","","public","28"
"org/jfree/chart/renderer/WaferMapRenderer.getMinPaintValue:(Ljava/lang/Integer;)Ljava/lang/Number;","4","1","4","3","0","68","36","351.5549000980772","8.0","2812.4392007846177","0.11718496669935907","0","5","1","37","31","Map$Entry Integer Iterator","","next getValue getKey iterator entrySet equals hasNext doubleValue <init>","","","private","8"
"org/jfree/chart/renderer/WaferMapRenderer.getMaxPaintValue:(Ljava/lang/Integer;)Ljava/lang/Number;","4","1","4","3","0","68","36","351.5549000980772","8.0","2812.4392007846177","0.11718496669935907","0","5","1","37","31","Map$Entry Integer Iterator","","next getValue getKey iterator entrySet equals hasNext doubleValue <init>","","","private","8"
"org/jfree/chart/renderer/AbstractRenderer.<init>:()V","1","0","0","0","0","350","96","2304.736875252405","7.0","16133.158126766833","0.768245625084135","0","22","0","194","156","","","setDefaultFillPaint <init>","","","public","49"
"org/jfree/chart/renderer/AbstractRenderer.getDrawingSupplier:()Lorg/jfree/chart/plot/DrawingSupplier;","2","0","0","0","0","2","2","2.0","0.0","0.0","6.666666666666666E-4","0","0","0","1","1","","","","","","public abstract","1"
"org/jfree/chart/renderer/AbstractRenderer.getSelectedItemAttributes:()Lorg/jfree/chart/renderer/RenderAttributes;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.getItemVisible:(II)Z","1","2","2","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","isSeriesVisible","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.isSeriesVisible:(I)Z","2","1","3","1","0","28","16","112.0","4.0","448.0","0.037333333333333336","0","0","0","15","13","Boolean","","getBoolean booleanValue","","","public","5"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesVisible:(I)Ljava/lang/Boolean;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getBoolean","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesVisible:(ILjava/lang/Boolean;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Boolean","setSeriesVisible","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesVisible:(ILjava/lang/Boolean;Z)V","2","3","4","2","0","30","21","131.76952268336282","5.0","658.847613416814","0.04392317422778761","0","1","0","17","13","RendererChangeEvent Boolean","notifyListeners","<init> setBoolean","","","public","5"
"org/jfree/chart/renderer/AbstractRenderer.getBaseSeriesVisible:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseSeriesVisible:(Z)V","1","1","1","0","0","8","8","24.0","2.0","48.0","0.008","0","0","0","5","3","","setBaseSeriesVisible","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseSeriesVisible:(ZZ)V","2","2","3","1","0","26","19","110.44611534953322","5.0","552.2305767476661","0.03681537178317774","0","1","0","15","11","RendererChangeEvent","notifyListeners","<init>","","","public","5"
"org/jfree/chart/renderer/AbstractRenderer.isSeriesVisibleInLegend:(I)Z","2","1","3","1","0","28","16","112.0","4.0","448.0","0.037333333333333336","0","0","0","15","13","Boolean","","getBoolean booleanValue","","","public","5"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesVisibleInLegend:(I)Ljava/lang/Boolean;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getBoolean","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesVisibleInLegend:(ILjava/lang/Boolean;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Boolean","setSeriesVisibleInLegend","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesVisibleInLegend:(ILjava/lang/Boolean;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Boolean","fireChangeEvent","setBoolean","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseSeriesVisibleInLegend:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseSeriesVisibleInLegend:(Z)V","1","1","1","0","0","8","8","24.0","2.0","48.0","0.008","0","0","0","5","3","","setBaseSeriesVisibleInLegend","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseSeriesVisibleInLegend:(ZZ)V","2","2","2","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","0","0","8","6","","fireChangeEvent","","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getItemPaint:(IIZ)Ljava/awt/Paint;","3","3","4","1","0","32","17","130.79881092001088","4.0","523.1952436800435","0.04359960364000363","0","0","0","18","14","Paint","lookupSeriesPaint","getItemPaint","","","public","6"
"org/jfree/chart/renderer/AbstractRenderer.lookupSeriesPaint:(I)Ljava/awt/Paint;","5","1","3","2","0","52","21","228.40050598449557","10.0","2284.0050598449557","0.07613350199483186","0","0","0","29","23","Paint DrawingSupplier","getSeriesPaint getDrawingSupplier setSeriesPaint","getNextPaint","","","public","9"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesPaint:(I)Ljava/awt/Paint;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getPaint","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesPaint:(ILjava/awt/Paint;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Paint","setSeriesPaint","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesPaint:(ILjava/awt/Paint;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Paint","fireChangeEvent","setPaint","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.clearSeriesPaints:(Z)V","2","1","1","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","0","0","8","6","","fireChangeEvent","clear","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBasePaint:()Ljava/awt/Paint;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBasePaint:(Ljava/awt/Paint;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","Paint","setBasePaint","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBasePaint:(Ljava/awt/Paint;Z)V","2","2","2","1","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","0","0","8","6","Paint","fireChangeEvent","","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getAutoPopulateSeriesPaint:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setAutoPopulateSeriesPaint:(Z)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.getItemFillPaint:(IIZ)Ljava/awt/Paint;","3","3","4","1","0","32","17","130.79881092001088","4.0","523.1952436800435","0.04359960364000363","0","0","0","18","14","Paint","lookupSeriesFillPaint","getItemFillPaint","","","public","6"
"org/jfree/chart/renderer/AbstractRenderer.lookupSeriesFillPaint:(I)Ljava/awt/Paint;","5","1","3","2","0","52","21","228.40050598449557","10.0","2284.0050598449557","0.07613350199483186","0","0","0","29","23","Paint DrawingSupplier","setSeriesFillPaint getSeriesFillPaint getDrawingSupplier","getNextFillPaint","","","public","9"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesFillPaint:(I)Ljava/awt/Paint;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getPaint","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesFillPaint:(ILjava/awt/Paint;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Paint","setSeriesFillPaint","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesFillPaint:(ILjava/awt/Paint;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Paint","fireChangeEvent","setPaint","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseFillPaint:()Ljava/awt/Paint;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseFillPaint:(Ljava/awt/Paint;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","Paint","setBaseFillPaint","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseFillPaint:(Ljava/awt/Paint;Z)V","2","2","2","1","0","24","19","101.95026032264605","5.0","509.7513016132302","0.03398342010754868","0","1","0","14","10","Paint","fireChangeEvent","<init>","","IllegalArgumentException","public","6"
"org/jfree/chart/renderer/AbstractRenderer.getAutoPopulateSeriesFillPaint:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setAutoPopulateSeriesFillPaint:(Z)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.getItemOutlinePaint:(IIZ)Ljava/awt/Paint;","3","3","4","1","0","32","17","130.79881092001088","4.0","523.1952436800435","0.04359960364000363","0","0","0","18","14","Paint","lookupSeriesOutlinePaint","getItemOutlinePaint","","","public","6"
"org/jfree/chart/renderer/AbstractRenderer.lookupSeriesOutlinePaint:(I)Ljava/awt/Paint;","5","1","3","2","0","52","21","228.40050598449557","10.0","2284.0050598449557","0.07613350199483186","0","0","0","29","23","Paint DrawingSupplier","getSeriesOutlinePaint getDrawingSupplier setSeriesOutlinePaint","getNextOutlinePaint","","","public","9"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesOutlinePaint:(I)Ljava/awt/Paint;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getPaint","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesOutlinePaint:(ILjava/awt/Paint;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Paint","setSeriesOutlinePaint","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesOutlinePaint:(ILjava/awt/Paint;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Paint","fireChangeEvent","setPaint","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseOutlinePaint:()Ljava/awt/Paint;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseOutlinePaint:(Ljava/awt/Paint;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","Paint","setBaseOutlinePaint","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseOutlinePaint:(Ljava/awt/Paint;Z)V","2","2","2","1","0","24","19","101.95026032264605","5.0","509.7513016132302","0.03398342010754868","0","1","0","14","10","Paint","fireChangeEvent","<init>","","IllegalArgumentException","public","6"
"org/jfree/chart/renderer/AbstractRenderer.getAutoPopulateSeriesOutlinePaint:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setAutoPopulateSeriesOutlinePaint:(Z)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.getItemStroke:(IIZ)Ljava/awt/Stroke;","1","3","3","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","lookupSeriesStroke","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.lookupSeriesStroke:(I)Ljava/awt/Stroke;","5","1","3","2","0","52","21","228.40050598449557","10.0","2284.0050598449557","0.07613350199483186","0","0","0","29","23","DrawingSupplier Stroke","setSeriesStroke getSeriesStroke getDrawingSupplier","getNextStroke","","","public","9"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesStroke:(I)Ljava/awt/Stroke;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getStroke","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesStroke:(ILjava/awt/Stroke;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Stroke","setSeriesStroke","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesStroke:(ILjava/awt/Stroke;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Stroke","fireChangeEvent","setStroke","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.clearSeriesStrokes:(Z)V","2","1","1","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","0","0","8","6","","fireChangeEvent","clear","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseStroke:()Ljava/awt/Stroke;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseStroke:(Ljava/awt/Stroke;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","Stroke","setBaseStroke","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseStroke:(Ljava/awt/Stroke;Z)V","2","2","2","1","0","24","19","101.95026032264605","5.0","509.7513016132302","0.03398342010754868","0","1","0","14","10","Stroke","fireChangeEvent","<init>","","IllegalArgumentException","public","6"
"org/jfree/chart/renderer/AbstractRenderer.getAutoPopulateSeriesStroke:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setAutoPopulateSeriesStroke:(Z)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.getItemOutlineStroke:(IIZ)Ljava/awt/Stroke;","1","3","3","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","lookupSeriesOutlineStroke","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.lookupSeriesOutlineStroke:(I)Ljava/awt/Stroke;","5","1","3","2","0","52","21","228.40050598449557","10.0","2284.0050598449557","0.07613350199483186","0","0","0","29","23","DrawingSupplier Stroke","setSeriesOutlineStroke getDrawingSupplier getSeriesOutlineStroke","getNextOutlineStroke","","","public","9"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesOutlineStroke:(I)Ljava/awt/Stroke;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getStroke","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesOutlineStroke:(ILjava/awt/Stroke;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Stroke","setSeriesOutlineStroke","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesOutlineStroke:(ILjava/awt/Stroke;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Stroke","fireChangeEvent","setStroke","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseOutlineStroke:()Ljava/awt/Stroke;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseOutlineStroke:(Ljava/awt/Stroke;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","Stroke","setBaseOutlineStroke","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseOutlineStroke:(Ljava/awt/Stroke;Z)V","2","2","2","1","0","24","19","101.95026032264605","5.0","509.7513016132302","0.03398342010754868","0","1","0","14","10","Stroke","fireChangeEvent","<init>","","IllegalArgumentException","public","6"
"org/jfree/chart/renderer/AbstractRenderer.getAutoPopulateSeriesOutlineStroke:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setAutoPopulateSeriesOutlineStroke:(Z)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.getItemShape:(IIZ)Ljava/awt/Shape;","3","3","4","1","0","32","17","130.79881092001088","4.0","523.1952436800435","0.04359960364000363","0","0","0","18","14","Shape","lookupSeriesShape","getItemShape","","","public","6"
"org/jfree/chart/renderer/AbstractRenderer.lookupSeriesShape:(I)Ljava/awt/Shape;","5","1","3","2","0","52","21","228.40050598449557","10.0","2284.0050598449557","0.07613350199483186","0","0","0","29","23","Shape DrawingSupplier","getSeriesShape setSeriesShape getDrawingSupplier","getNextShape","","","public","9"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesShape:(I)Ljava/awt/Shape;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getShape","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesShape:(ILjava/awt/Shape;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Shape","setSeriesShape","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesShape:(ILjava/awt/Shape;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Shape","fireChangeEvent","setShape","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseShape:()Ljava/awt/Shape;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseShape:(Ljava/awt/Shape;)V","1","1","1","1","0","8","7","22.458839376460833","2.0","44.91767875292167","0.007486279792153611","0","0","0","5","3","Shape","setBaseShape","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseShape:(Ljava/awt/Shape;Z)V","2","2","2","1","0","24","19","101.95026032264605","5.0","509.7513016132302","0.03398342010754868","0","1","0","14","10","Shape","fireChangeEvent","<init>","","IllegalArgumentException","public","6"
"org/jfree/chart/renderer/AbstractRenderer.getAutoPopulateSeriesShape:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setAutoPopulateSeriesShape:(Z)V","1","1","1","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.isItemLabelVisible:(IIZ)Z","1","3","3","0","0","7","7","19.651484454403228","2.0","39.302968908806456","0.00655049481813441","0","0","0","4","3","","isSeriesItemLabelsVisible","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.isSeriesItemLabelsVisible:(I)Z","1","1","2","1","0","23","14","87.56916320732489","3.0","262.7074896219747","0.029189721069108297","0","0","0","13","10","Boolean","","getBoolean booleanValue","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesItemLabelsVisible:(I)Ljava/lang/Boolean;","1","1","1","0","0","9","9","28.529325012980813","2.0","57.058650025961626","0.009509775004326938","0","0","0","5","4","","","getBoolean","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesItemLabelsVisible:(IZ)V","1","2","2","0","0","11","10","36.541209043760986","2.0","73.08241808752197","0.012180403014586996","0","0","0","6","5","","setSeriesItemLabelsVisible","valueOf","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesItemLabelsVisible:(ILjava/lang/Boolean;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Boolean","setSeriesItemLabelsVisible","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesItemLabelsVisible:(ILjava/lang/Boolean;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Boolean","fireChangeEvent","setBoolean","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseItemLabelsVisible:()Z","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseItemLabelsVisible:(Z)V","1","1","1","0","0","8","8","24.0","2.0","48.0","0.008","0","0","0","5","3","","setBaseItemLabelsVisible","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setBaseItemLabelsVisible:(ZZ)V","2","2","2","0","0","14","11","48.43204266092217","3.0","145.2961279827665","0.016144014220307392","0","0","0","8","6","","fireChangeEvent","","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getItemLabelFont:(IIZ)Ljava/awt/Font;","2","3","4","1","0","20","12","71.69925001442313","3.0","215.0977500432694","0.02389975000480771","0","0","0","11","9","Font","getSeriesItemLabelFont","","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getSeriesItemLabelFont:(I)Ljava/awt/Font;","1","1","1","0","0","11","11","38.053747805010275","3.0","114.16124341503082","0.012684582601670092","0","1","0","6","5","","","get","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesItemLabelFont:(ILjava/awt/Font;)V","1","2","2","1","0","10","9","31.699250014423125","2.0","63.39850002884625","0.010566416671474375","0","0","0","6","4","Font","setSeriesItemLabelFont","","","","public","2"
"org/jfree/chart/renderer/AbstractRenderer.setSeriesItemLabelFont:(ILjava/awt/Font;Z)V","2","3","3","1","0","18","13","66.60791492653966","3.0","199.823744779619","0.022202638308846556","0","0","0","10","8","Font","fireChangeEvent","set","","","public","4"
"org/jfree/chart/renderer/AbstractRenderer.getBaseItemLabelFont:()Ljava/awt/Font;","1","0","0","0","0","5","5","11.60964047443681","1.0","11.60964047443681","0.0038698801581456034","0","0","0","3","2","","","","","","public","1"
"org/jfree/chart/renderer/AbstractRenderer.setBaseItemLabelFont:(Ljava/awt/Font;)V","1","1","1","1","0","18","15","70.32403072095333","4.0","281.2961228838133","0.02344134357365111","0","1","0","11","7","Font","setBaseItemLabelFont","<init>","","IllegalArgumentException","public","4"
